"fase";"documento";"data";"unidadeGestora";"gestao";"favorecido";"valor";"observacaoDoc";"numeroProcesso";"elementoDespesa";"link";"real"
"PAGAMENTO";"2019NP00752";"10/09/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"28.196.889/0001-43 - COMPANHIA DE SEGUROS ALIANÇA DO BRASIL";"71,94";"PAGAMENTO REF. CONTRATACAO DE EMPRESA DE SEGURO CONTRA ACIDENTES PARA ATENDER AOS ESTSGIARIO DESTA CASA LEGISLATIVA 09/2019";"225/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752167&dt=20200602151851&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1LAFzjtwDN9utZCmm%2bGoWryl78CMftYyq4%3d&dt=20200602151851";71,94
"PAGAMENTO";"2019NP00845";"10/10/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"28.196.889/0001-43 - COMPANHIA DE SEGUROS ALIANÇA DO BRASIL";"71,94";"PAGAMENTO REF. COM CONTRATACAO DE EMPRESA DE SEGURO CONTRA ACIDENTES AOS ESTAGIARIO DESTA CASA LEGISLATIVA 10/2019";"225/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752260&dt=20200602151851&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1LAFzjtwDN9utZCmm%2bGoWryl78CMftYyq4%3d&dt=20200602151851";71,94
"PAGAMENTO";"2019NP00946";"11/11/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"28.196.889/0001-43 - COMPANHIA DE SEGUROS ALIANÇA DO BRASIL";"71,94";"PAGAMENTO REF. COM CONTRATACAO DE EMPRESA DE SEGURO CONTRA ACIDENTES AOS ESTAGIARIO DESTA CASA LEGISLATIVA 11/2019";"225/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752360&dt=20200602151851&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1LAFzjtwDN9utZCmm%2bGoWryl78CMftYyq4%3d&dt=20200602151851";71,94
"PAGAMENTO";"2019NP01053";"10/12/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"28.196.889/0001-43 - COMPANHIA DE SEGUROS ALIANÇA DO BRASIL";"95,92";"PAGAMENTO REF. A CONTRATAÇÃO DE EMPREA DE SEGURO CONTRA ACIDENTES PARA ATENDER AOS ESTAGIARIOS DESTA CASA LEGISLATIVA";"225/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752462&dt=20200602151851&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1LAFzjtwDN9utZCmm%2bGoWryl78CMftYyq4%3d&dt=20200602151851";95,92
"PAGAMENTO";"2019NP00041";"31/01/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"08.484.735/0001-40 - CONECTRON LTDA";"750,00";"PAGAMENTO REF. COM SERVICOS DE MANUTENCAO DO SISTEMA TELEFONICO - CONECTRON 01/2018";"383/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751463&dt=20200602151852&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JcQr6nnYNVDacFSE79JLXkNbWV0QC8Fao%3d&dt=20200602151852";750
"PAGAMENTO";"2019NP00146";"28/02/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"08.484.735/0001-40 - CONECTRON LTDA";"750,00";"PAGAMENTO REF. COM SERVICO DE MANUTENCAO DO SISTEMA TELEFONICO - CONECTRON 02/2019";"383/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751566&dt=20200602151852&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JcQr6nnYNVDacFSE79JLXkNbWV0QC8Fao%3d&dt=20200602151852";750
"PAGAMENTO";"2019NP00222";"29/03/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"08.484.735/0001-40 - CONECTRON LTDA";"750,00";"PAGAMENTO REF. COM MATERIAL DE EXPEDIENTE PARA ATENDER AS NECESSIDADE DESTA CASA LEGISLATIVA 03/2019";"383/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751640&dt=20200602151852&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JcQr6nnYNVDacFSE79JLXkNbWV0QC8Fao%3d&dt=20200602151852";750
"PAGAMENTO";"2019NP00354";"30/04/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"08.484.735/0001-40 - CONECTRON LTDA";"750,00";"PAGAMENTO REF. COM SERVICO DE MANUTENCAO DO SISTEMA TELEFONICO - CONECTRON 03/2019";"383/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751771&dt=20200602151852&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JcQr6nnYNVDacFSE79JLXkNbWV0QC8Fao%3d&dt=20200602151852";750
"PAGAMENTO";"2019NP00444";"31/05/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"08.484.735/0001-40 - CONECTRON LTDA";"750,00";"PAGAMENTO REF. COM SERVICOS DE MANUTENCAO PREVENTIVA E CORRETIVA DO SISTEMA TELEFONICO DESTA CASA LEGISLATIVA 05/2019";"383/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751861&dt=20200602151852&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JcQr6nnYNVDacFSE79JLXkNbWV0QC8Fao%3d&dt=20200602151852";750
"PAGAMENTO";"2019NP00539";"28/06/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"08.484.735/0001-40 - CONECTRON LTDA";"750,00";"PAGAMENTO REF. COM MANUTENCAO E CONSERTOS DE SISTEMA TELEFONICO INTERNO DESTA CASA LEGISLATIVA";"383/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751955&dt=20200602151852&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JcQr6nnYNVDacFSE79JLXkNbWV0QC8Fao%3d&dt=20200602151852";750
"PAGAMENTO";"2019NP00635";"31/07/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"08.484.735/0001-40 - CONECTRON LTDA";"750,00";"PAGAMENTO REF. SERVICO DE MANUTENCAO DE SISTEMA TELEFONICO INTERNO CONECTROM 07/2019";"383/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752051&dt=20200602151852&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JcQr6nnYNVDacFSE79JLXkNbWV0QC8Fao%3d&dt=20200602151852";750
"PAGAMENTO";"2019NP00721";"30/08/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"08.484.735/0001-40 - CONECTRON LTDA";"750,00";"PAGAMENTO REF. COM SERVICOS DE MANUTENCAO DE SISTEMA TELEFONICO INTERNO CONECTROM 08/2019";"383/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752137&dt=20200602151852&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JcQr6nnYNVDacFSE79JLXkNbWV0QC8Fao%3d&dt=20200602151852";750
"PAGAMENTO";"2019NP00812";"30/09/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"08.484.735/0001-40 - CONECTRON LTDA";"800,00";"PAGAMENTO REF. COM SERVICOS DE MANUTENCAO DE SISTEMA TELEFONICO INTERNO CONECTROM 09/2019";"465/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752227&dt=20200602151852&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JcQr6nnYNVDacFSE79JLXkNbWV0QC8Fao%3d&dt=20200602151852";800
"PAGAMENTO";"2019NP00913";"31/10/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"08.484.735/0001-40 - CONECTRON LTDA";"800,00";"PAGAMENTO REF. COM SERVICOS DE MANUTENCAO DE SISTEMA TELEFONICO INTERNO CONECTROM 10/2019";"465/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752327&dt=20200602151852&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JcQr6nnYNVDacFSE79JLXkNbWV0QC8Fao%3d&dt=20200602151852";800
"PAGAMENTO";"2019NP01022";"29/11/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"08.484.735/0001-40 - CONECTRON LTDA";"800,00";"PAGAMENTO REF. A DESPESA COM MANUTENÇÃO EM SISTEMA TELEFONICO -CONECTRON 11/2019";"465/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752431&dt=20200602151852&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JcQr6nnYNVDacFSE79JLXkNbWV0QC8Fao%3d&dt=20200602151852";800
"PAGAMENTO";"2019NP01145";"27/12/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"08.484.735/0001-40 - CONECTRON LTDA";"800,00";"PAGAMENTO REF. COM MANUTENCAO EM SISTEMA TELEFONICO CONECTRON 12/2019";"465/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752543&dt=20200602151852&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JcQr6nnYNVDacFSE79JLXkNbWV0QC8Fao%3d&dt=20200602151852";800
"PAGAMENTO";"2019NP00105";"12/02/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"15.289.352/0001-86 - CONEXAO COM. E SER. DE EQUIP. DE INFOR. LTDA-ME";"4.414,15";"PAGAMENTO REF. COM SERVICO DE MANUTENCAO EM AR CONDICIONADO CONEXAO 02/2019";"9/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751525&dt=20200602151853&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JLnUIjrk4ajIKGVT6baEaXaxIul7pX%2fWs%3d&dt=20200602151853";4414,15
"PAGAMENTO";"2019NP00106";"12/02/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"15.289.352/0001-86 - CONEXAO COM. E SER. DE EQUIP. DE INFOR. LTDA-ME";"4.150,68";"PAGAMENTO REF. COM SERVICOS DE MANUTENCAO EM AR CONDICIONADO CONEXAO 02/2019";"9/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751526&dt=20200602151853&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JLnUIjrk4ajIKGVT6baEaXaxIul7pX%2fWs%3d&dt=20200602151853";4150,68
"PAGAMENTO";"2019NP00207";"20/03/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"15.289.352/0001-86 - CONEXAO COM. E SER. DE EQUIP. DE INFOR. LTDA-ME";"9.064,65";"PAGAMENTO REF. COM SERVICO DE REMOCAO INSTALACAO E MANUTENCAO PREVENTIVA E CORRETIVA EM AR CONDICIONADO CONEXAO 03/2019";"9/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751626&dt=20200602151853&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JLnUIjrk4ajIKGVT6baEaXaxIul7pX%2fWs%3d&dt=20200602151853";9064,65
"PAGAMENTO";"2019NP00291";"22/04/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"15.289.352/0001-86 - CONEXAO COM. E SER. DE EQUIP. DE INFOR. LTDA-ME";"7.891,10";"PAGAMENTO REF. COM SERVICOS REMOCAO INTALACAO E MANUTENCAO PREVENTIVA E CORRETIVA EM AR CONDICIONADO CONEXAO 04/2019";"9/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751708&dt=20200602151853&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JLnUIjrk4ajIKGVT6baEaXaxIul7pX%2fWs%3d&dt=20200602151853";7891,1
"PAGAMENTO";"2019NP00402";"20/05/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"15.289.352/0001-86 - CONEXAO COM. E SER. DE EQUIP. DE INFOR. LTDA-ME";"9.402,43";"PAGAMENTO REF. COM MANUTENCAO PREVENTIVA EM AR CONDICIONADOS CONEXAO 05/2019";"252/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751819&dt=20200602151853&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JLnUIjrk4ajIKGVT6baEaXaxIul7pX%2fWs%3d&dt=20200602151853";9402,43
"PAGAMENTO";"2019NP00533";"28/06/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"15.289.352/0001-86 - CONEXAO COM. E SER. DE EQUIP. DE INFOR. LTDA-ME";"7.783,98";"PAGAMENTO REF. COM SERVICOS DE MANUTENCAO PREVENTIVA EM AR CONDICIONADO CONEXAO 06/2019";"316/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1751949&dt=20200602151853&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JLnUIjrk4ajIKGVT6baEaXaxIul7pX%2fWs%3d&dt=20200602151853";7783,98
"PAGAMENTO";"2019NP00604";"22/07/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"15.289.352/0001-86 - CONEXAO COM. E SER. DE EQUIP. DE INFOR. LTDA-ME";"9.777,47";"PAGAMENTO REF. COM PRESTACAO DE SERVICO DE REMOCAO INSTALACAO E MANUTENCAO PREVENTIVA E CORRETIVA EM AR CONDICIONADOS";"383/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752020&dt=20200602151853&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JLnUIjrk4ajIKGVT6baEaXaxIul7pX%2fWs%3d&dt=20200602151853";9777,47
"PAGAMENTO";"2019NP00726";"30/08/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"15.289.352/0001-86 - CONEXAO COM. E SER. DE EQUIP. DE INFOR. LTDA-ME";"6.804,70";"PAGAMENTO REF. COM SERVICOS DE MANUTENCAO PREVENTIVA EM AR CONDICIONADO CONEXAO 08/2019";"9/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752142&dt=20200602151853&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JLnUIjrk4ajIKGVT6baEaXaxIul7pX%2fWs%3d&dt=20200602151853";6804,7
"PAGAMENTO";"2019NP00821";"30/09/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"15.289.352/0001-86 - CONEXAO COM. E SER. DE EQUIP. DE INFOR. LTDA-ME";"8.495,50";"PAGAMENTO REF. COM EMPRESA PARA PRESTACAO DE SERVICOS DE REMOCAO INSTALACAO E MANUTENCAO PREVENTIVA E CORRETIVO DE AR CONDICIONADOR NO MES 09/2019";"9/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752236&dt=20200602151853&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JLnUIjrk4ajIKGVT6baEaXaxIul7pX%2fWs%3d&dt=20200602151853";8495,5
"PAGAMENTO";"2019NP00917";"31/10/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"15.289.352/0001-86 - CONEXAO COM. E SER. DE EQUIP. DE INFOR. LTDA-ME";"7.892,78";"PAGAMENTO REF. COM PRESTACAO DE SERVICOS DE REMOCAO INSTALACAO MANUTENCAO E CORRETIVA DE AR CONDICIONADO 10/2019";"572/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752331&dt=20200602151853&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JLnUIjrk4ajIKGVT6baEaXaxIul7pX%2fWs%3d&dt=20200602151853";7892,78
"PAGAMENTO";"2019NP01038";"29/11/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"15.289.352/0001-86 - CONEXAO COM. E SER. DE EQUIP. DE INFOR. LTDA-ME";"7.531,47";"PAGAMENTO REF. A DESPESA COM PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO EM AR CONDICIONDO - CONEXÃO 11/2019";"9/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752447&dt=20200602151853&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JLnUIjrk4ajIKGVT6baEaXaxIul7pX%2fWs%3d&dt=20200602151853";7531,47
"PAGAMENTO";"2019NP01152";"27/12/2019";"01 - Poder Legislativo";"101 - CÂMARA MUNICIPAL DE PARNAMIRIM";"15.289.352/0001-86 - CONEXAO COM. E SER. DE EQUIP. DE INFOR. LTDA-ME";"8.830,32";"PAGAMENTO REF. COM SERVICOS DE MANUTENCAO EM AR CONDICIONADO 12/2019";"9/2019";"OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA";"http://201.59.185.194:8080/transparencia/despesaspagamento.aspx?iddoc=1752549&dt=20200602151853&exercicio=2019&mes=12&pos=0&fase=0&perfil=1&nvl=5&flt=c%2by5bUIKMNRcQa2cP4gSidnWd%2bggPAuNX%2bYG9HqcgogWqhLEMCwkt8mf66Nxskl0tulER28LG92j7VcdKvAdDdosYgD%2fcO91exTznNzFYZYIkrx3KD0QWw0BqM0m%2bcca9c%2fDYuFCO1JLnUIjrk4ajIKGVT6baEaXaxIul7pX%2fWs%3d&dt=20200602151853";8830,32
